student_id,minutes_watched,paid_in_q2
16832,0.20,1
16863,10.92,1
16991,13414.68,1
17159,333.76,1
17317,6.32,1
17524,146.22,1
17943,14.00,1
18314,6.30,1
18319,309.37,1
18360,582.57,1
18510,9.46,1
18678,348.06,1
18692,1701.70,1
18719,355.86,1
18722,121.03,1
18865,0.18,1
18954,1372.30,1
19005,1020.66,1
19053,16.23,1
19074,156.52,1
19124,1507.29,1
19150,266.74,1
19178,81.51,1
19268,140.66,1
19347,42.69,1
19562,1850.74,1
19636,63.30,1
19665,904.46,1
19692,117.28,1
19741,2.52,1
19821,528.08,1
19845,5.26,1
19900,54.52,1
19954,1838.46,1
19969,3.40,1
20120,674.35,1
20556,0.34,1
20733,265.40,1
21569,2294.76,1
21633,410.54,1
21793,19.57,1
21801,2.20,1
22161,0.21,1
22195,5.04,1
22351,0.23,1
22476,146.33,1
22533,2118.12,1
22653,0.08,1
22818,4757.57,1
23526,1.02,1
23708,1079.16,1
24006,19805.00,1
24423,3005.04,1
24434,16.90,1
24451,562.40,1
24924,1367.58,1
25047,93.53,1
25057,412.98,1
25156,376.07,1
25211,3060.12,1
25308,1223.96,1
25863,279.09,1
25992,23.58,1
26922,2.42,1
26933,773.90,1
26949,6.40,1
26958,354.16,1
27104,0.21,1
27576,392.03,1
27832,5.90,1
29303,2441.74,1
30427,6.55,1
30439,0.08,1
31588,13.65,1
32237,899.46,1
32669,134.06,1
32973,73.24,1
33796,530.49,1
33916,8.55,1
34049,14.30,1
34081,1.93,1
34981,0.86,1
35147,18.37,1
37017,228.13,1
37860,587.91,1
40867,22.53,1
41336,942.16,1
41451,316.26,1
41613,657.54,1
42675,1730.20,1
42928,235.80,1
44291,350.95,1
52075,0.32,1
52866,22.78,1
55709,0.08,1
58007,319.34,1
58539,24.05,1
63369,177.40,1
70008,113.53,1
71149,2111.46,1
71758,203.80,1
75080,364.58,1
86013,5.52,1
98559,415.07,1
101613,416.35,1
102023,995.93,1
103625,131.64,1
111107,821.58,1
111643,46.54,1
113546,6.48,1
115084,5.30,1
115657,1049.10,1
120374,951.14,1
123732,52.74,1
134788,385.70,1
135372,45.77,1
137389,8974.50,1
137893,3781.85,1
139185,14.83,1
141064,119.30,1
142411,0.46,1
142934,22282.08,1
143012,90.20,1
143038,753.02,1
143216,1744.90,1
143289,64.66,1
143305,37.17,1
143327,37.22,1
143392,557.30,1
143407,39.96,1
143444,127.00,1
143466,83.91,1
143489,1.54,1
143514,199.60,1
143519,18.94,1
143523,2242.05,1
143527,1147.55,1
143536,21.84,1
143561,2167.88,1
143597,12.10,1
143599,111.16,1
143643,524.80,1
143655,13.26,1
143691,44.46,1
143693,48.10,1
143701,2255.28,1
143711,45.50,1
143746,325.00,1
143770,167.87,1
143777,64.72,1
143781,1128.48,1
143797,505.35,1
143801,631.32,1
143853,5730.30,1
143920,62.46,1
143923,0.35,1
143958,41.95,1
144083,145.90,1
144087,0.08,1
144090,11.70,1
144119,2.25,1
144126,461.62,1
144164,1159.24,1
144174,571.18,1
144208,79.18,1
144220,39.83,1
144230,43.04,1
144240,431.10,1
144273,23.14,1
144293,8903.60,1
144305,4729.80,1
144343,484.56,1
144348,780.76,1
144355,25.15,1
144378,2740.34,1
144381,631.74,1
144384,442.50,1
144387,71.88,1
144395,533.00,1
144400,1630.59,1
144403,290.00,1
144426,1231.60,1
144444,65.95,1
144467,112.86,1
144492,423.90,1
144556,405.68,1
144565,612.32,1
144575,5852.50,1
144599,149.76,1
144627,1377.76,1
144644,203.00,1
144681,563.90,1
144682,872.14,1
144707,357.07,1
144713,22.95,1
144749,2044.96,1
144764,3029.95,1
144786,2604.84,1
144788,1149.90,1
144789,73.33,1
144843,13474.80,1
144869,2733.86,1
144873,146.52,1
144874,1568.49,1
144900,1644.45,1
144907,1.44,1
144912,188.65,1
144929,550.20,1
144939,2976.32,1
144956,347.70,1
144987,237.87,1
145013,543.50,1
145050,2019.00,1
145089,494.50,1
145091,130.93,1
145135,884.43,1
145167,512.36,1
145179,37.26,1
145183,368.56,1
145185,2225.25,1
145190,10.90,1
145196,90.04,1
145230,6.97,1
145231,39.27,1
145235,72.90,1
145240,759.15,1
145254,408.35,1
145258,350.23,1
145278,310.66,1
145281,141.47,1
145285,1885.12,1
145290,11010.60,1
145308,237.77,1
145310,19.92,1
145344,17.20,1
145345,549.08,1
145349,781.90,1
145353,486.95,1
145370,1101.90,1
145386,824.66,1
145399,0.10,1
145464,136.90,1
145477,921.84,1
145502,3006.54,1
145560,260.48,1
145569,1294.44,1
145628,0.35,1
145672,3622.50,1
145681,1128.80,1
145684,3.76,1
145730,7849.72,1
145747,371.00,1
145751,106.20,1
145754,17.66,1
145762,609.87,1
145768,1645.70,1
145773,2.68,1
145774,28.05,1
145792,105.37,1
145793,612.51,1
145795,931.72,1
145796,1601.16,1
145813,640.54,1
145821,519.46,1
145822,9.84,1
145834,2208.94,1
145842,0.30,1
145853,94.30,1
145867,197.88,1
145868,280.47,1
145873,8648.75,1
145877,321.75,1
145899,749.84,1
145903,1.48,1
145905,5387.76,1
145915,2810.63,1
145944,610.56,1
145954,1273.14,1
145957,38.26,1
145965,2779.29,1
145993,4461.72,1
146015,2932.56,1
146021,441.77,1
146036,72.13,1
146049,220.87,1
146051,60.06,1
146052,924.80,1
146068,85.70,1
146133,391.80,1
146144,83.57,1
146145,62.24,1
146149,371.68,1
146172,1200.50,1
146185,44.33,1
146189,192.72,1
146201,2495.00,1
146224,620.02,1
146249,50.74,1
146252,177.80,1
146308,620.76,1
146339,1147.05,1
146352,817.13,1
146367,801.77,1
146384,25.48,1
146397,2911.34,1
146419,0.46,1
146424,912.76,1
146427,953.16,1
146429,1.50,1
146457,460.25,1
146479,1360.68,1
146485,431.97,1
146487,119.35,1
146498,3602.55,1
146514,1416.00,1
146518,493.05,1
146526,1023.00,1
146536,745.86,1
146542,329.28,1
146551,338.58,1
146552,0.43,1
146555,2.12,1
146568,9.67,1
146578,632.40,1
146608,695.60,1
146613,4373.36,1
146625,195.39,1
146730,153.30,1
146734,38.36,1
146760,77.70,1
146767,440.23,1
146772,39.27,1
146788,3069.76,1
146799,162.60,1
146801,1512.34,1
146807,223.90,1
146821,302.12,1
146851,707.76,1
146853,59.06,1
146855,13.84,1
146859,430.36,1
146865,68.70,1
146866,952.30,1
146872,958.22,1
146880,133.06,1
146888,353.54,1
146891,861.13,1
146897,261.80,1
146906,19.66,1
146907,108.30,1
146908,121.43,1
146909,139.73,1
146914,276.08,1
146929,2.33,1
146932,37.77,1
146937,76.37,1
146940,0.17,1
146948,955.86,1
146958,1267.94,1
146960,448.60,1
146964,565.54,1
146976,413.65,1
146977,869.30,1
146990,337.04,1
146991,193.72,1
147005,1700.40,1
147013,112.90,1
147015,1401.94,1
147025,23.12,1
147043,438.03,1
147044,1.60,1
147045,1072.68,1
147047,499.78,1
147053,66.00,1
147054,4551.37,1
147057,347.85,1
147059,155.47,1
147061,1909.50,1
147062,37.60,1
147066,224.63,1
147076,20.70,1
147083,1712.27,1
147087,349.07,1
147102,426.80,1
147111,17.32,1
147136,420.23,1
147142,359.02,1
147143,1500.24,1
147146,119.24,1
147148,547.43,1
147149,532.14,1
147150,350.20,1
147152,69.62,1
147158,998.30,1
147159,2.70,1
147161,140.32,1
147169,540.97,1
147178,60.95,1
147180,891.56,1
147181,18.15,1
147183,315.47,1
147197,534.48,1
147200,440.95,1
147217,662.72,1
147231,350.90,1
147236,1482.80,1
147249,36.48,1
147258,1454.27,1
147259,4.20,1
147269,671.00,1
147290,493.94,1
147291,22.74,1
147305,54.95,1
147317,700.20,1
147319,109.14,1
147323,33.13,1
147338,1507.50,1
147346,319.14,1
147356,1363.30,1
147359,33.35,1
147368,96.73,1
147385,952.58,1
147388,181.52,1
147405,1965.28,1
147430,642.07,1
147437,715.17,1
147441,103.71,1
147444,302.16,1
147446,1260.74,1
147447,219.18,1
147448,1746.66,1
147449,233.15,1
147460,1150.08,1
147473,5170.30,1
147479,2327.10,1
147506,193.87,1
147515,26.10,1
147526,327.18,1
147530,668.00,1
147546,546.80,1
147550,40.12,1
147555,928.74,1
147568,0.95,1
147576,1254.07,1
147579,65.32,1
147591,160.16,1
147593,1591.76,1
147600,540.73,1
147603,6462.03,1
147604,1458.12,1
147612,2087.04,1
147618,3014.56,1
147625,178.97,1
147643,88.07,1
147666,8.92,1
147676,1107.90,1
147687,2707.22,1
147715,840.00,1
147733,9593.92,1
147737,2605.65,1
147755,569.00,1
147763,240.00,1
147773,17703.72,1
147801,61.90,1
147804,2107.70,1
147876,703.22,1
147884,589.94,1
147903,1319.34,1
147906,1380.60,1
147951,13442.20,1
147959,510.50,1
147991,77.00,1
147993,762.73,1
148002,403.03,1
148049,249.72,1
148053,0.73,1
148054,5087.28,1
148089,16.71,1
148094,305.85,1
148103,642.36,1
148109,354.72,1
148126,431.75,1
148128,72.78,1
148134,2364.96,1
148194,856.13,1
148222,18696.00,1
148228,2.70,1
148257,3939.64,1
148263,333.37,1
148265,1205.18,1
148272,2248.14,1
148280,48.60,1
148297,65.18,1
148326,1678.20,1
148330,613.42,1
148339,163.36,1
148344,69.87,1
148346,1125.44,1
148356,59.10,1
148372,155.55,1
148411,548.76,1
148412,152.04,1
148420,115.60,1
148455,418.28,1
148467,2450.25,1
148486,870.81,1
148488,1765.96,1
148497,10528.35,1
148527,1286.95,1
148531,472.14,1
148559,1843.06,1
148577,80.82,1
148584,494.60,1
148601,0.30,1
148618,19.83,1
148643,1636.60,1
148646,779.96,1
148667,2741.76,1
148669,493.36,1
148670,215.56,1
148685,75.36,1
148712,0.63,1
148715,546.62,1
148758,138.00,1
148777,116.33,1
148778,79.48,1
148785,1440.65,1
148786,14235.00,1
148787,132.97,1
148793,1350.33,1
148799,7500.48,1
148812,21.17,1
148814,179.98,1
148817,1022.78,1
148825,6930.54,1
148837,1053.97,1
148854,5.70,1
148882,261.00,1
148886,5645.70,1
148901,13718.25,1
148919,88.30,1
148927,625.07,1
148933,1039.57,1
148939,4920.50,1
148948,292.47,1
148996,148.16,1
149015,2728.23,1
149023,338.16,1
149027,15.20,1
149037,103.26,1
149038,282.80,1
149044,1632.56,1
149049,324.90,1
149064,1130.32,1
149109,366.50,1
149122,623.75,1
149123,393.36,1
149125,926.82,1
149131,774.40,1
149135,552.77,1
149195,824.35,1
149197,135.40,1
149218,11641.72,1
149241,755.25,1
149253,136.38,1
149260,1266.39,1
149290,13.70,1
149303,647.88,1
149361,108.53,1
149402,1018.64,1
149404,532.35,1
149455,705.60,1
149474,239.02,1
149494,1429.08,1
149500,3256.08,1
149515,154.90,1
149546,8.70,1
149547,263.92,1
149548,1183.14,1
149554,109.90,1
149566,2005.46,1
149569,16.18,1
149576,8451.40,1
149577,680.83,1
149584,689.86,1
149591,1748.10,1
149610,401.70,1
149617,1071.90,1
149633,230.92,1
149636,191.14,1
149690,126.78,1
149763,3334.80,1
149770,547.88,1
149812,2035.33,1
149815,1659.44,1
149844,26.00,1
149849,239.70,1
149870,11375.10,1
149887,554.97,1
149903,311.12,1
149946,500.64,1
149950,799.70,1
149951,1103.32,1
149960,921.36,1
150015,124.36,1
150052,106.12,1
150053,117.30,1
150059,400.67,1
150061,10232.00,1
150064,845.02,1
150076,27.02,1
150090,910.22,1
150094,33.17,1
150127,16.62,1
150147,114.27,1
150158,0.12,1
150269,414.90,1
150288,105.82,1
150354,9622.40,1
150462,6.90,1
150582,905.27,1
150663,734.93,1
150664,71.14,1
150678,311.35,1
150733,223.10,1
150757,356.68,1
150819,2025.36,1
150851,223.35,1
150854,679.33,1
150861,888.70,1
150864,408.98,1
150890,2150.70,1
150949,3185.95,1
150981,176.55,1
151037,38.96,1
151082,4.80,1
151113,2906.62,1
151153,100.20,1
151171,437.54,1
151188,657.50,1
151197,11.60,1
151212,30265.20,1
151287,19.85,1
151313,1325.86,1
151321,16.48,1
151366,278.27,1
151402,335.23,1
151404,2881.60,1
151418,0.56,1
151428,329.15,1
151494,0.20,1
151559,27.30,1
151574,106.80,1
151620,1399.86,1
151638,437.35,1
151643,901.64,1
151663,340.50,1
151694,7885.26,1
151709,917.62,1
151759,475.17,1
151765,1900.80,1
151779,102.10,1
151783,597.56,1
151811,1304.46,1
151829,87.68,1
151849,1591.59,1
151879,1036.20,1
151886,1188.72,1
151892,73.15,1
151950,2193.50,1
151952,24.12,1
151953,1365.20,1
151962,371.32,1
151981,964.77,1
151988,482.26,1
152006,62.00,1
152033,761.60,1
152060,453.46,1
152068,78.62,1
152082,74.46,1
152109,2039.84,1
152123,1844.02,1
152140,154.50,1
152141,442.96,1
152174,127.37,1
152177,5721.84,1
152232,840.80,1
152249,145.41,1
152253,355.27,1
152265,2077.53,1
152267,317.05,1
152285,3655.00,1
152336,326.48,1
152346,456.12,1
152353,710.22,1
152360,215.40,1
152369,841.64,1
152402,423.14,1
152421,259.00,1
152429,2373.96,1
152472,4523.70,1
152502,197.30,1
152533,211.86,1
152551,168.60,1
152601,614.10,1
152611,2576.00,1
152659,888.05,1
152692,2657.10,1
152766,1828.56,1
152811,1030.28,1
152825,52.64,1
152826,0.24,1
152855,238.50,1
152884,666.44,1
152896,217.54,1
152969,796.30,1
152970,664.00,1
152978,177.65,1
152979,1187.64,1
152999,658.00,1
153050,1893.26,1
153091,2701.00,1
153103,1474.24,1
153223,2653.36,1
153229,178.55,1
153255,3988.44,1
153351,1664.96,1
153379,1.96,1
153388,159.50,1
153478,3421.46,1
153509,3480.96,1
153519,3804.26,1
153526,2849.25,1
153558,13095.74,1
153574,301.20,1
153700,194.98,1
153726,690.04,1
153741,705.83,1
153762,1161.50,1
153773,198.67,1
153885,299.35,1
153895,261.15,1
153897,7.92,1
153931,661.85,1
153934,373.17,1
153938,969.15,1
153953,3959.52,1
153956,201.83,1
153971,4.92,1
153972,2834.28,1
153974,925.40,1
153987,775.28,1
154046,571.18,1
154050,246.15,1
154092,962.97,1
154108,150.52,1
154128,29.75,1
154133,130.73,1
154143,1689.60,1
154171,887.10,1
154181,5696.72,1
154300,457.20,1
154320,824.19,1
154378,638.63,1
154458,532.10,1
154460,0.10,1
154491,1569.39,1
154508,360.97,1
154509,643.17,1
154556,1383.57,1
154559,628.70,1
154576,419.92,1
154600,415.22,1
154656,690.40,1
154674,505.14,1
154713,73.66,1
154750,417.25,1
154821,6628.62,1
154853,512.77,1
154921,70.44,1
154995,259.18,1
155034,3175.65,1
155035,1755.65,1
155037,425.55,1
155073,356.14,1
155087,11.42,1
155096,1858.68,1
155116,181.84,1
155280,288.47,1
155301,1114.02,1
155427,2777.50,1
155431,250.58,1
155444,968.34,1
155456,1756.30,1
155459,873.54,1
155462,687.27,1
155466,505.05,1
155494,1747.08,1
155621,9521.10,1
155628,11.70,1
155694,612.26,1
155741,601.30,1
155747,163.11,1
155805,126.14,1
155816,0.07,1
155845,1625.89,1
155897,195.34,1
155912,270.17,1
155918,509.05,1
155924,749.98,1
155926,139.06,1
155961,38.90,1
155973,1270.04,1
155987,159.82,1
155992,707.76,1
156042,1283.26,1
156043,4609.43,1
156057,3373.12,1
156077,800.16,1
156078,381.40,1
156080,192.04,1
156099,15.63,1
156132,47.74,1
156152,9.43,1
156159,574.47,1
156167,3520.12,1
156171,309.90,1
156180,38.36,1
156182,345.90,1
156184,657.43,1
156191,78.86,1
156194,34.92,1
156206,2697.96,1
156211,149.77,1
156218,1161.84,1
156219,1828.74,1
156226,129.37,1
156231,394.80,1
156234,469.46,1
156240,125.62,1
156241,944.38,1
156250,309.74,1
156251,153.07,1
156253,397.47,1
156257,795.08,1
156271,121.75,1
156274,58.04,1
156276,430.66,1
156291,644.60,1
156293,354.70,1
156296,53.14,1
156318,29.40,1
156319,365.22,1
156323,2.10,1
156324,1417.85,1
156325,42.87,1
156343,278.80,1
156344,681.78,1
156348,614.47,1
156360,465.18,1
156362,102.55,1
156388,644.80,1
156389,207.14,1
156391,155.32,1
156399,1518.70,1
156400,53.50,1
156406,3393.08,1
156407,532.32,1
156409,82.90,1
156417,948.60,1
156427,1004.06,1
156428,337.15,1
156431,50.24,1
156439,46.97,1
156441,311.60,1
156444,23.25,1
156446,831.54,1
156461,698.67,1
156464,181.88,1
156467,22.60,1
156482,460.35,1
156484,1029.32,1
156487,250.82,1
156494,2.73,1
156498,659.53,1
156501,12.44,1
156504,189.40,1
156510,150.07,1
156512,493.00,1
156519,811.76,1
156521,274.22,1
156534,1311.15,1
156541,505.60,1
156543,351.25,1
156547,876.27,1
156549,176.34,1
156551,12.22,1
156561,5649.15,1
156564,30.07,1
156568,4.25,1
156582,189.60,1
156584,259.03,1
156587,272.60,1
156588,40.52,1
156592,1513.08,1
156604,1.66,1
156605,161.26,1
156607,212.49,1
156608,844.96,1
156610,839.17,1
156612,315.56,1
156619,19.96,1
156631,197.17,1
156647,2644.36,1
156649,69.03,1
156656,1658.96,1
156661,3.04,1
156674,525.92,1
156680,289.67,1
156686,932.75,1
156687,72.38,1
156691,178.42,1
156693,299.12,1
156694,514.73,1
156695,950.02,1
156699,4760.63,1
156703,307.06,1
156708,20.15,1
156716,1055.46,1
156719,336.84,1
156725,278.76,1
156727,140.86,1
156743,249.04,1
156748,670.86,1
156752,242.04,1
156753,74.62,1
156757,992.70,1
156760,324.10,1
156770,64.93,1
156772,242.14,1
156774,137.54,1
156775,903.76,1
156777,0.12,1
156778,123.58,1
156780,0.07,1
156787,402.96,1
156822,650.25,1
156831,1633.14,1
156838,132.26,1
156841,657.36,1
156843,931.40,1
156844,652.75,1
156845,985.00,1
156896,1257.48,1
156901,818.40,1
156905,352.15,1
156908,509.84,1
156925,16359.48,1
156931,262.98,1
156966,351.92,1
156975,39.40,1
156996,2593.60,1
157012,1032.75,1
157039,324.60,1
157115,4893.24,1
157118,380.66,1
157134,2131.35,1
157146,91.62,1
157184,265.00,1
157198,465.94,1
157202,443.25,1
157218,881.64,1
157232,1265.84,1
157248,426.32,1
157272,13.15,1
157277,2375.80,1
157285,111.87,1
157306,255.20,1
157313,178.40,1
157334,1179.66,1
157360,2504.25,1
157377,215.14,1
157419,274.72,1
157423,341.95,1
157465,1405.02,1
157476,446.65,1
157525,2.62,1
157526,114.06,1
157536,43.94,1
157578,124.10,1
157600,360.00,1
157642,286.55,1
157653,141.84,1
157686,123.39,1
1883,0.83,1
4150,4.53,1
4818,134.32,1
5649,208.67,1
8431,1.62,1
22083,71.82,1
38977,245.07,1
39298,8.88,1
74005,2.93,1
143721,33.40,1
146480,337.60,1
147992,26.57,1
148060,55.52,1
148133,23.67,1
148628,160.75,1
149042,51.03,1
149098,13.37,1
149652,532.20,1
150745,1693.36,1
150906,111.30,1
152188,2.97,1
152241,6.77,1
153745,6.10,1
155900,6.40,1
156048,5.60,1
156575,47.63,1
156758,2.43,1
156894,75.08,1
157517,72.72,1
157528,199.95,1
157786,356.00,1
157800,47.84,1
157904,3076.15,1
157916,67.57,1
157933,664.16,1
157976,67.08,1
158109,1.45,1
158129,686.40,1
158145,19.20,1
158179,1346.85,1
158466,222.34,1
158529,1.35,1
158563,97.86,1
7421,0.48,1
8877,0.18,1
147849,16.53,1
148849,0.87,1
149601,14.80,1
151021,68.75,1
151900,116.50,1
152427,0.92,1
152523,25.72,1
153108,35.92,1
155744,425.19,1
156614,9.65,1
156660,212.20,1
157698,502.48,1
157841,211.62,1
157853,435.78,1
157915,105.76,1
157934,64.48,1
157977,174.03,1
157988,712.80,1
157989,252.54,1
157997,1032.74,1
158038,540.15,1
158045,139.23,1
158105,426.15,1
158119,59.40,1
158250,9.65,1
158272,428.40,1
158315,85.44,1
158336,102.08,1
158376,349.30,1
158646,0.32,1
1543,16.36,1
4016,42.40,1
6313,485.35,1
12807,18.77,1
25359,1120.95,1
77476,73.10,1
144023,16.92,1
144397,111.69,1
145212,105.85,1
146401,1.67,1
146675,1.45,1
148329,867.64,1
149883,0.42,1
149892,613.80,1
150823,1.03,1
151819,135.20,1
152138,11.35,1
152959,11.45,1
153235,0.13,1
153930,0.20,1
154358,8.27,1
154735,33.58,1
156183,0.05,1
156542,0.45,1
156767,14.77,1
156795,18.32,1
156887,0.05,1
157166,589.98,1
157502,5.05,1
157568,0.07,1
157594,1.13,1
157816,1807.80,1
158021,0.05,1
158031,27.70,1
158054,346.48,1
158108,0.81,1
158612,0.52,1
9435,193.17,1
11345,0.37,1
12246,1.45,1
13621,0.15,1
14383,0.32,1
15478,50.05,1
59292,145.14,1
144638,39.57,1
145358,44.32,1
145561,20.87,1
148328,0.93,1
149323,0.25,1
149790,0.38,1
149977,23.33,1
151156,659.42,1
154291,11.38,1
154765,99.53,1
154869,20.02,1
155712,26.27,1
156645,0.52,1
156921,12.45,1
157192,0.20,1
157722,582.21,1
157777,236.57,1
157839,4.90,1
157905,5374.59,1
157911,932.84,1
157913,19.37,1
157914,31.14,1
157971,905.18,1
157974,847.88,1
158104,352.14,1
158205,275.27,1
158243,5.37,1
158260,398.85,1
158278,446.97,1
158413,19.60,1
158482,1.80,1
158659,169.58,1
158706,3.02,1
